report_id,version,entity,city,state,injury_severity,incident_date,airbag,towed,narrative_len,vin,incident_time,driver_type,same_incident_id,same_vehicle_id,service_context,operator,any_injury,serious_plus,metro,quarter
30270-9875,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,False,954,SADHW2S14R1,15:26,,7080d83da856b8c,4428f871e71092a,False,waymo,False,False,california,2025Q1
30270-9874,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,False,841,SADHW2S15R1,17:08,,093aec1cc60c75d,e1e1265b959c710,True,waymo,False,False,california,2025Q1
30270-9873,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,False,625,SADHW2S18M1,15:46,,7039609476ade85,0e27c117ddc79c5,False,waymo,False,False,california,2025Q1
30270-9872,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,False,833,SADHW2S1XR1,08:45,,5aface9ce63be5a,e61c32395715a3f,True,waymo,False,False,california,2025Q1
30610-9963,1,"Zoox, Inc.",San Francisco,CA,No Injuries Reported,2025-01-01,False,False,760,7Z00XVHX4RK,20:46,,999711d1c739b82,e6ddf1532d70886,True,zoox,False,False,california,2025Q1
30270-9912,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-02-01,False,True,840,SADHW2S11R1,09:56,,5a49d5ea4fd4679,a862c8051fbc12b,True,waymo,False,False,california,2025Q1
30270-9931,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-02-01,False,False,1139,SADHW2S14R1,08:55,,346cd4b6bf87e06,c78603b93164de4,True,waymo,False,False,california,2025Q1
30270-9898,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,False,748,SADHW2S17R1,13:15,,e6be4528538ba28,0ac38e425725ce6,True,waymo,False,False,california,2025Q1
30270-9887,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,False,809,SADHW2S13R1,12:37,,1cd34fac1795878,52c110861ee5465,True,waymo,False,False,california,2025Q1
30270-9926,1,Waymo LLC,San Francisco,CA,Minor,2025-02-01,False,False,1131,SADHW2S14R1,14:00,,3b8990bdb26fdf0,c78603b93164de4,True,waymo,True,False,california,2025Q1
30270-9876,2,Waymo LLC,San Francisco,CA,Minor,2025-02-01,False,True,1304,SADHW2S11R1,00:13,,0854cad253fe51e,afd870afb3c8bde,True,waymo,True,False,california,2025Q1
30270-9876,1,Waymo LLC,San Francisco,CA,Minor,2025-02-01,False,False,1027,SADHW2S11R1,00:13,,0854cad253fe51e,afd870afb3c8bde,True,waymo,True,False,california,2025Q1
30270-9789,2,Waymo LLC,San Francisco,CA,Minor,2025-02-01,True,True,1312,SADHW2S1XR1,13:25,,ddd7ca810af9fd2,4665753b0fb29b8,True,waymo,True,False,california,2025Q1
30270-9860,1,Waymo LLC,Los Angeles,CA,Unknown,2025-02-01,False,True,1197,SADHW2S16R1,21:56,,0dc79525eecc923,5badab237b7563f,True,waymo,False,False,california,2025Q1
30270-9826,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2025-02-01,False,True,809,SADHW2S18R1,21:17,,9346e697083ade8,6249a2ffe518606,False,waymo,False,False,california,2025Q1
30270-8851,2,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-09-01,False,False,1587,SADHW2S1XR1,23:27,,dcae9422f8bb3d2,4665753b0fb29b8,True,waymo,False,False,california,2024Q3
30270-9828,1,Waymo LLC,Brisbane,CA,No Injuries Reported,2025-02-01,False,True,968,SADHW2S15R1,01:32,,ce972fc6332dca6,367be9171186d48,False,waymo,False,False,california,2025Q1
30270-9808,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,True,933,SADHW2S12R1,15:22,,e4b7e3a121c5e7b,f4f150416a0a862,True,waymo,False,False,california,2025Q1
30270-9807,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,True,779,SADHW2S11M1,14:48,,4ccbd17516d5a82,cc4cb8a51705cf4,True,waymo,False,False,california,2025Q1
30270-9806,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,True,947,SADHW2S12R1,18:42,,b80af11c02f6289,ea55277e652175a,True,waymo,False,False,california,2025Q1
30270-9791,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,True,1298,SADHW2S12R1,09:53,,daa10713b34a31e,23e79fe73d97bf9,True,waymo,False,False,california,2025Q1
30270-9789,1,Waymo LLC,San Francisco,CA,Minor,2025-02-01,True,True,1162,SADHW2S1XR1,13:25,,ddd7ca810af9fd2,4665753b0fb29b8,True,waymo,True,False,california,2025Q1
30270-9765,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2025-01-01,False,True,806,SADHW2S14R1,18:53,,cf8abe11383c4be,167aa6f5dc594f9,True,waymo,False,False,california,2025Q1
30270-9767,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2025-01-01,False,True,886,SADHW2S19R1,23:28,,f53d5bab3d70bf4,2030dc3f9cdb82c,True,waymo,False,False,california,2025Q1
30270-9763,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2025-01-01,False,True,908,SADHW2S18R1,22:48,,4d12ce78f9cceeb,d642b99fb76068b,True,waymo,False,False,california,2025Q1
30270-9764,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,True,811,SADHW2S12M1,02:22,,88bf41530cd4895,a5875815d60f218,False,waymo,False,False,california,2025Q1
30270-9724,2,Waymo LLC,San Francisco,CA,Fatality,2025-01-01,True,True,2095,SADHW2S16R1,18:07,,4409b059e33b146,1a4975ebab0a45e,True,waymo,True,True,california,2025Q1
30270-9738,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,True,True,803,SADHW2S10R1,02:12,,2b2a8d3b3e4fd71,db45adb80ffcf22,True,waymo,False,False,california,2025Q1
30270-9737,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2025-01-01,True,True,822,SADHW2S1XR1,03:59,,d617550cd42287d,8db10595e276d34,True,waymo,False,False,california,2025Q1
30270-9682,2,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1410,SADHW2S12R1,16:40,,631e6e051bb302a,e0846443b7c6da5,True,waymo,False,False,california,2024Q4
30270-9654,2,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,False,1064,SADHW2S13M1,15:32,,be9a4261e1e8663,e9264da131c0540,False,waymo,False,False,california,2025Q1
30270-9735,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,True,907,SADHW2S10M1,06:42,,75b9ed7c42a9a4c,3cf7c25f2209456,True,waymo,False,False,california,2025Q1
30270-9724,1,Waymo LLC,San Francisco,CA,Fatality,2025-01-01,True,True,1354,SADHW2S16R1,18:07,,4409b059e33b146,1a4975ebab0a45e,True,waymo,True,True,california,2025Q1
30270-9721,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,True,1012,SADHW2S16R1,13:12,,ce835234a7e3939,0df8cfd5d5e20fd,False,waymo,False,False,california,2025Q1
30270-9635,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,True,897,SADHW2S10R1,08:17,,4f5c629dd98f12c,597501ee2911576,True,waymo,False,False,california,2025Q1
30270-9682,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1302,SADHW2S12R1,16:40,,631e6e051bb302a,e0846443b7c6da5,True,waymo,False,False,california,2024Q4
30270-9014,2,Waymo LLC,San Francisco,CA,Minor,2024-10-01,False,True,1339,SADHW2S18R1,17:21,,d86b5e4edebab1b,1ecbf2a39309445,True,waymo,True,False,california,2024Q4
30270-9556,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,False,821,SADHW2S12R1,09:59,,ee163e4d9226a93,aeb6b97a5d0b762,False,waymo,False,False,california,2024Q4
30270-9568,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,773,SADHW2S12R1,16:04,,17f7075fd502f19,e62f02eee1aa5a9,True,waymo,False,False,california,2024Q4
30270-9566,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,822,SADHW2S12R1,00:56,,6b2846e5734f96b,5c27931763d8205,True,waymo,False,False,california,2024Q4
30270-9564,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,776,SADHW2S18R1,13:18,,e2b6c219520915c,ae5f429df0dc85d,True,waymo,False,False,california,2024Q4
30270-9561,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,False,899,SADHW2S15R1,12:58,,a5e8792bde37720,c8ac17680c44a98,False,waymo,False,False,california,2024Q4
30270-9546,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,916,SADHW2S14R1,16:16,,6dc120e4f68c6d6,b9b98e8a69baf68,True,waymo,False,False,california,2024Q4
30270-9553,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,721,SADHW2S15M1,16:56,,59d825b3a1c8604,c01ea2068860b0f,False,waymo,False,False,california,2024Q4
30270-9572,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1684,SADHW2S15R1,20:44,,194ef6a5b3c3a9d,1bd2f825939cb13,True,waymo,False,False,california,2024Q4
30270-9574,1,Waymo LLC,Santa Monica,CA,No Injuries Reported,2024-12-01,False,False,746,SADHW2S14R1,09:39,,e5598fc11cedbd3,bdb4a338e7977cc,True,waymo,False,False,california,2024Q4
30270-9575,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,956,SADHW2S1XM1,09:53,,2e89fe082d7ab74,839ae0ee3c11b7d,True,waymo,False,False,california,2024Q4
30270-9579,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,996,SADHW2S1XM1,12:03,,8eab3135244b7da,ecc86902e84d762,True,waymo,False,False,california,2024Q4
30270-9580,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1098,SADHW2S11M1,01:58,,191bbc2d74c32d0,3e0086bcdc26374,True,waymo,False,False,california,2024Q4
30270-9582,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,719,SADHW2S15M1,13:06,,2e0f431011fd2cd,7bd1c7316381db5,True,waymo,False,False,california,2024Q4
30270-9583,1,Waymo LLC,San Francisco,CA,Minor,2024-12-01,False,False,840,SADHW2S19R1,08:19,,5573d5c651733e4,c83d79f88ad4fbc,True,waymo,True,False,california,2024Q4
30270-9584,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,False,806,SADHW2S17R1,08:32,,48ce017448022c9,490e1479c1112cf,True,waymo,False,False,california,2024Q4
30270-9595,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,807,SADHW2S15R1,09:11,,e5989c0c5a1aece,0e239a9b1c0a234,True,waymo,False,False,california,2024Q4
30270-9603,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,False,845,SADHW2S11R1,12:16,,f8e33ead61bd6c0,2c6cb507a6366c8,True,waymo,False,False,california,2024Q4
30270-9604,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,False,704,SADHW2S1XR1,03:55,,8997d2c23b85254,6b11d4088fb9e69,False,waymo,False,False,california,2024Q4
30270-9602,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,716,SADHW2S18R1,18:58,,44ad2cb21ceeeb6,d532e82c07faf0b,True,waymo,False,False,california,2024Q4
30270-9601,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1011,SADHW2S13R1,11:51,,a14083800a8a655,f34dfcb15dd4eff,True,waymo,False,False,california,2024Q4
30270-9600,1,Waymo LLC,Beverly Hills,CA,No Injuries Reported,2024-12-01,False,False,655,SADHW2S1XR1,13:44,,3f744fa7d50a96f,d084163b40c52c4,False,waymo,False,False,california,2024Q4
30270-9557,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,False,877,SADHW2S11R1,22:28,,2e5f85bf9158ce0,000c2c3f72f5b09,True,waymo,False,False,california,2024Q4
30270-9560,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,False,1166,SADHW2S11R1,18:59,,d30b891a050e077,922a650cd4fb541,False,waymo,False,False,california,2024Q4
30270-9563,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,False,751,SADHW2S14R1,12:07,,55b71dab7ddc4a8,84b2584c7982ff6,False,waymo,False,False,california,2024Q4
30270-9570,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,731,SADHW2S11R1,07:53,,3da96f8886d3136,3f44b4e54bd227a,True,waymo,False,False,california,2024Q4
30270-9586,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,941,SADHW2S1XR1,07:10,,88117eda2bc6d2d,9ac05f7c953af63,True,waymo,False,False,california,2024Q4
30270-9587,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,867,SADHW2S12M1,17:19,,4db12d984f0a923,1f94d9b474c8b7b,True,waymo,False,False,california,2024Q4
30270-9588,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,False,712,SADHW2S12R1,16:42,,9a8f592adfbc95a,1b18b4ceb8b8a78,False,waymo,False,False,california,2024Q4
30270-9589,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,False,706,SADHW2S19R1,02:30,,8784abc6f18b453,f03986dd311b615,False,waymo,False,False,california,2024Q4
30270-9590,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,708,SADHW2S15R1,01:31,,62f0dc7503b9379,7d4ae6f422b2b48,False,waymo,False,False,california,2024Q4
30270-9592,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,832,SADHW2S15R1,16:02,,9c7c76d68622f2c,8a54935b6151919,True,waymo,False,False,california,2024Q4
30270-9654,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,False,910,SADHW2S13M1,15:32,,be9a4261e1e8663,e9264da131c0540,False,waymo,False,False,california,2025Q1
30270-9594,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,False,734,SADHW2S11R1,00:53,,a014d99d4ca7397,610e2d16de1af29,False,waymo,False,False,california,2024Q4
30270-9545,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1013,SADHW2S19R1,18:27,,ef022148e6892b5,83fe31f470731f0,True,waymo,False,False,california,2024Q4
30270-9540,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,845,SADHW2S18R1,08:21,,d504caa3104fdd6,d674426385f0fc8,True,waymo,False,False,california,2024Q4
30270-9539,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,841,SADHW2S16R1,15:32,,58c062c6cb6bb5a,5a236eb76dca3f5,False,waymo,False,False,california,2024Q4
30270-9606,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,True,1284,SADHW2S15R1,09:21,,7c362b5823f86a4,da9870749cbf827,True,waymo,False,False,california,2025Q1
30270-9565,1,Waymo LLC,Culver City,CA,No Injuries Reported,2025-01-01,False,True,857,SADHW2S18R1,08:09,,e1522db7f4400ac,a6ee1cf7d3fb6b5,False,waymo,False,False,california,2025Q1
30270-9534,2,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1603,SADHW2S18R1,07:24,,7aaa5befcfe5542,9cc0c585a1232c1,True,waymo,False,False,california,2024Q4
30610-9578,1,"Zoox, Inc.",San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1038,7Z00XVHX3RK,21:33,"Other, see Narrative",4ed140efb7c8341,3ee052214d7f4e1,True,zoox,False,False,california,2024Q4
30270-9537,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2025-01-01,False,True,868,SADHW2S1XR1,22:48,,c4d5edfdb26fd2a,30d416716606fc7,True,waymo,False,False,california,2025Q1
30270-9534,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1453,SADHW2S18R1,07:24,,7aaa5befcfe5542,9cc0c585a1232c1,True,waymo,False,False,california,2024Q4
30270-9507,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,True,1541,SADHW2S17R1,16:07,,b25aab026ca32bd,6128170f11b5f5d,True,waymo,False,False,california,2024Q4
30270-9459,2,Waymo LLC,San Francisco,CA,Minor,2024-12-01,False,False,1320,SADHW2S11R1,10:28,,62f5ffb1da321a9,58d901559d96b10,True,waymo,True,False,california,2024Q4
30270-9517,1,Waymo LLC,Culver City,CA,No Injuries Reported,2024-12-01,False,True,902,SADHW2S19R1,19:12,,e3310f3c3380475,f03986dd311b615,False,waymo,False,False,california,2024Q4
30270-9486,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,True,756,SADHW2S15R1,12:28,,31ac0a533520455,df8722be6f54146,True,waymo,False,False,california,2024Q4
30270-9391,2,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1478,SADHW2S14R1,21:32,,51fddeccedd918b,1bb413623483473,True,waymo,False,False,california,2024Q4
30270-9459,1,Waymo LLC,San Francisco,CA,Minor,2024-12-01,False,False,1165,SADHW2S11R1,10:28,,62f5ffb1da321a9,58d901559d96b10,True,waymo,True,False,california,2024Q4
30270-9334,2,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1515,SADHW2S14R1,14:21,,bd466c870547afe,7d25bf1eda31032,True,waymo,False,False,california,2024Q4
30270-9326,2,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,True,1456,SADHW2S18R1,11:35,,fc07e1236c3e5d3,787d8e13705ed24,True,waymo,False,False,california,2024Q4
30270-9437,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,930,SADHW2S10M1,16:22,,ee7e9be4e651ad9,b375cb4cf728db9,True,waymo,False,False,california,2024Q4
30270-9436,1,Waymo LLC,Beverly Hills,CA,No Injuries Reported,2024-11-01,False,False,775,SADHW2S12R1,12:56,,9985b6b9b21343b,eb199467f439f19,True,waymo,False,False,california,2024Q4
30270-9435,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-11-01,False,False,712,SADHW2S12R1,10:29,,393c43eeb38e330,52835348def3547,False,waymo,False,False,california,2024Q4
30270-9434,1,Waymo LLC,Culver City,CA,No Injuries Reported,2024-11-01,False,False,886,SADHW2S15R1,15:48,,4eaed770154b229,0dc6fbd994679fe,True,waymo,False,False,california,2024Q4
30270-9433,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,713,SADHW2S11R1,18:16,,1b0b9c7c0f0fd3e,3f44b4e54bd227a,True,waymo,False,False,california,2024Q4
30270-9431,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-11-01,False,False,1161,SADHW2S19R1,14:21,,d52a6807444d3bf,76c6b63295cd67f,True,waymo,False,False,california,2024Q4
30270-9429,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,762,SADHW2S13R1,01:57,,d5467fe65a028e3,874470673dd522d,True,waymo,False,False,california,2024Q4
30270-9406,1,Waymo LLC,Inglewood,CA,No Injuries Reported,2024-11-01,False,False,663,SADHW2S10R1,21:17,,dbc8e046f3d8ada,a57764cde730315,False,waymo,False,False,california,2024Q4
30270-9412,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,854,SADHW2S16R1,14:59,,42bd8857d12bc86,1bf41702bb7c122,True,waymo,False,False,california,2024Q4
30270-9427,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-11-01,False,False,640,SADHW2S1XR1,17:24,,629e0e574d3f7de,d084163b40c52c4,False,waymo,False,False,california,2024Q4
30270-9426,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,971,SADHW2S10M1,19:25,,374a5d196baa2b0,3d7a03e316ec104,True,waymo,False,False,california,2024Q4
30270-9295,2,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1380,SADHW2S13R1,15:13,,a4770372ceb27d6,285acda21cb9800,True,waymo,False,False,california,2024Q4
30270-9287,2,Waymo LLC,Los Angeles,CA,Unknown,2024-12-01,False,False,1311,SADHW2S17R1,10:54,,0fa98029f8f1cef,77dcefb2295481e,True,waymo,False,False,california,2024Q4
30270-9408,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,840,SADHW2S13M1,13:54,,76ce49ec3a7e78b,2af2943e39c8909,True,waymo,False,False,california,2024Q4
30270-9285,2,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,True,1353,SADHW2S12R1,10:29,,2480c0e06ee89ea,4b66a9a41155b16,True,waymo,False,False,california,2024Q4
30270-9407,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,True,True,897,SADHW2S12R1,17:19,,f53c6133138c165,ba6a6b25e5d4b8d,True,waymo,False,False,california,2024Q4
30270-9405,1,Waymo LLC,West Hollywood,CA,No Injuries Reported,2024-11-01,False,False,1127,SADHW2S15R1,20:08,,af07bd240dfd82d,e306d3b3437f8a0,True,waymo,False,False,california,2024Q4
30270-9420,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,827,SADHW2S19M1,14:33,,1e65d32d7f5c338,db8a36ca55b42c2,True,waymo,False,False,california,2024Q4
30270-9419,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,1025,SADHW2S15R1,13:18,,2caa209d0035cbf,df8722be6f54146,True,waymo,False,False,california,2024Q4
30270-9404,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-11-01,False,False,662,SADHW2S11R1,18:32,,6bb53c674700234,610e2d16de1af29,False,waymo,False,False,california,2024Q4
30270-9403,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,819,SADHW2S19R1,21:31,,39a93421ace6d3a,822cb25808b89f8,False,waymo,False,False,california,2024Q4
30270-9402,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,906,SADHW2S19R1,22:04,,741b347496c3d7a,fbfd16b6b170e0f,True,waymo,False,False,california,2024Q4
30270-9418,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,701,SADHW2S17R1,01:29,,ed5d298f9a73ee7,8b50b4f7ebfbf96,True,waymo,False,False,california,2024Q4
30270-9401,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,798,SADHW2S12R1,09:27,,63c7bf55f1e5a60,64e2731246da764,True,waymo,False,False,california,2024Q4
30270-9414,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,934,SADHW2S19R1,11:07,,7b23fd753461e68,cd5a9c91134574e,True,waymo,False,False,california,2024Q4
30270-9413,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,1041,SADHW2S17M1,17:42,,3331a0e83bf5d6b,e99629229709aa3,True,waymo,False,False,california,2024Q4
30270-9391,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1323,SADHW2S14R1,21:32,,51fddeccedd918b,1bb413623483473,True,waymo,False,False,california,2024Q4
30270-9389,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,True,986,SADHW2S1XR1,21:28,,964c14e41d84e5a,30d416716606fc7,True,waymo,False,False,california,2024Q4
30270-9388,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,True,857,SADHW2S15R1,07:44,,bf412edd8c909c1,4fda5a69ad1163d,True,waymo,False,False,california,2024Q4
30270-9276,2,Waymo LLC,West Hollywood,CA,Minor,2024-11-01,False,True,1322,SADHW2S16R1,21:45,,c225db226c2ea4a,a75d868697f2e75,True,waymo,True,False,california,2024Q4
30270-9312,2,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1250,SADHW2S10R1,17:14,,902679e9b0927cd,9c5038897dc8056,False,waymo,False,False,california,2024Q4
30270-9376,1,Waymo LLC,San Francisco,CA,Minor,2024-11-01,False,False,1213,SADHW2S1XR1,10:36,,e5a2e417751e7a9,2195a177a88a812,False,waymo,True,False,california,2024Q4
30270-9374,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,838,SADHW2S19R1,00:44,,88fee3da7cf9b45,67ebc4050d000ef,True,waymo,False,False,california,2024Q4
30270-9373,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,1142,SADHW2S15R1,16:20,,a9a6be32fcd2e72,e1e1265b959c710,False,waymo,False,False,california,2024Q4
30270-9371,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-11-01,False,False,924,SADHW2S17R1,02:33,,b0e34dbc907b2c4,2e4fc64e3534cb6,True,waymo,False,False,california,2024Q4
30270-9363,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-11-01,False,False,1199,SADHW2S16R1,01:30,,a2d78cc6aaf202c,5badab237b7563f,True,waymo,False,False,california,2024Q4
30270-9350,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,811,SADHW2S15R1,08:03,,af33da497d070af,0e239a9b1c0a234,True,waymo,False,False,california,2024Q4
30270-9347,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-11-01,False,False,767,SADHW2S1XR1,03:29,,200749add13473e,c4f6132cfc5d95f,True,waymo,False,False,california,2024Q4
30270-9343,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,847,SADHW2S18R1,01:55,,9f977db3b261187,b548f8e8e2f805d,True,waymo,False,False,california,2024Q4
30270-9341,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-11-01,False,False,729,SADHW2S11M1,12:01,,05eea377fd3577c,995b366040a0963,False,waymo,False,False,california,2024Q4
30270-9334,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1363,SADHW2S14R1,14:21,,bd466c870547afe,7d25bf1eda31032,True,waymo,False,False,california,2024Q4
30270-9333,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,True,864,SADHW2S16R1,22:19,,a39c4350c3a87c8,1a5459638549d49,True,waymo,False,False,california,2024Q4
30270-9330,1,Waymo LLC,Los Angeles,CA,No Injuries Reported,2024-12-01,False,True,962,SADHW2S11R1,19:47,,56694f085766eda,40e938bac6de702,True,waymo,False,False,california,2024Q4
30270-9326,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,True,1302,SADHW2S18R1,11:35,,fc07e1236c3e5d3,787d8e13705ed24,True,waymo,False,False,california,2024Q4
30270-9312,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,1095,SADHW2S10R1,17:14,,902679e9b0927cd,9c5038897dc8056,False,waymo,False,False,california,2024Q4
30270-9295,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,False,982,SADHW2S13R1,15:13,,a4770372ceb27d6,285acda21cb9800,True,waymo,False,False,california,2024Q4
30270-9287,1,Waymo LLC,Los Angeles,CA,Unknown,2024-12-01,False,False,1076,SADHW2S17R1,10:54,,0fa98029f8f1cef,77dcefb2295481e,True,waymo,False,False,california,2024Q4
30270-9285,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2024-12-01,False,True,1199,SADHW2S12R1,10:29,,2480c0e06ee89ea,4b66a9a41155b16,True,waymo,False,False,california,2024Q4
30270-9276,1,Waymo LLC,West Hollywood,CA,No Injuries Reported,2024-11-01,False,True,1071,SADHW2S16R1,21:45,,c225db226c2ea4a,a75d868697f2e75,True,waymo,False,False,california,2024Q4
